                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 2.1761,                 2.7279,                 2.6591,                0.74202,                 0.6624,                0.73988,                 0.5333,                 2.0817,                 2.0932,                 2.5537,                0.00703,                0.00703,                0.00703
                     62,                 2.1557,                 2.7032,                 2.6536,                 0.7344,                0.66886,                0.74045,                0.53405,                 2.0789,                 2.0851,                 2.5511,              0.0069805,              0.0069805,              0.0069805
                     63,                 2.1759,                 2.7111,                 2.6579,                0.74284,                0.66498,                0.74148,                 0.5356,                 2.0756,                 2.0786,                 2.5485,               0.006931,               0.006931,               0.006931
                     64,                 2.1484,                 2.6743,                  2.642,                0.73516,                0.67057,                0.74251,                0.53702,                 2.0727,                  2.071,                 2.5463,              0.0068815,              0.0068815,              0.0068815
                     65,                 2.1379,                 2.6555,                 2.6308,                0.73643,                0.66642,                0.74361,                0.53799,                 2.0697,                 2.0659,                 2.5434,               0.006832,               0.006832,               0.006832
                     66,                 2.1387,                 2.6588,                 2.6382,                0.73505,                0.66849,                0.74452,                0.53886,                 2.0671,                 2.0623,                 2.5417,              0.0067825,              0.0067825,              0.0067825
                     67,                 2.1292,                 2.6467,                  2.629,                0.73804,                0.67147,                0.74598,                0.54017,                 2.0639,                 2.0578,                 2.5395,               0.006733,               0.006733,               0.006733
                     68,                 2.1358,                 2.6255,                 2.6252,                0.74043,                0.66978,                0.74677,                0.54123,                 2.0614,                 2.0537,                 2.5363,              0.0066835,              0.0066835,              0.0066835
                     69,                 2.1218,                 2.6148,                 2.6177,                0.74139,                0.66877,                0.74794,                0.54255,                 2.0589,                 2.0479,                 2.5337,               0.006634,               0.006634,               0.006634
                     70,                 2.1149,                  2.606,                 2.6224,                0.74012,                0.66999,                0.74901,                0.54334,                 2.0574,                 2.0434,                  2.532,              0.0065845,              0.0065845,              0.0065845
                     71,                 2.1198,                  2.604,                  2.618,                0.73556,                0.67384,                0.74921,                 0.5441,                 2.0548,                 2.0389,                 2.5296,               0.006535,               0.006535,               0.006535
                     72,                 2.1088,                 2.5743,                 2.6113,                0.73369,                0.67702,                0.74997,                0.54506,                 2.0549,                  2.033,                  2.529,              0.0064855,              0.0064855,              0.0064855
