                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                 2.1229,                 2.6342,                 2.6832,                0.74527,                0.65957,                0.74038,                 0.5377,                 2.0761,                 2.0389,                 2.6219,               0.004357,               0.004357,               0.004357
                    116,                 2.1268,                 2.6369,                 2.6886,                0.74305,                0.65959,                0.74039,                 0.5379,                 2.0758,                 2.0364,                 2.6208,              0.0043075,              0.0043075,              0.0043075
                    117,                 2.0995,                 2.6204,                  2.672,                0.74315,                 0.6595,                0.74105,                0.53868,                 2.0752,                 2.0331,                 2.6197,               0.004258,               0.004258,               0.004258
                    118,                 2.1088,                 2.6172,                 2.6717,                0.73952,                0.66306,                0.74134,                0.53894,                 2.0747,                 2.0307,                 2.6188,              0.0042085,              0.0042085,              0.0042085
                    119,                 2.1037,                 2.6027,                  2.669,                0.74371,                0.66088,                0.74229,                0.53975,                 2.0741,                 2.0266,                 2.6175,               0.004159,               0.004159,               0.004159
                    120,                 2.0879,                 2.5932,                 2.6648,                0.74701,                0.66099,                0.74296,                0.54012,                 2.0733,                 2.0241,                 2.6161,              0.0041095,              0.0041095,              0.0041095
                    121,                 2.0951,                 2.5964,                 2.6643,                0.75464,                0.65506,                0.74325,                0.54048,                 2.0709,                  2.023,                 2.6142,                0.00406,                0.00406,                0.00406
                    122,                 2.0933,                  2.585,                 2.6667,                0.75328,                0.65597,                0.74351,                0.54109,                 2.0709,                 2.0188,                 2.6137,              0.0040105,              0.0040105,              0.0040105
                    123,                 2.0891,                 2.5916,                 2.6663,                0.74779,                0.65922,                 0.7437,                0.54187,                 2.0694,                 2.0178,                 2.6121,               0.003961,               0.003961,               0.003961
                    124,                  2.086,                 2.5606,                 2.6545,                0.75174,                0.65797,                0.74391,                0.54191,                  2.068,                 2.0165,                 2.6109,              0.0039115,              0.0039115,              0.0039115
                    125,                 2.0807,                 2.5536,                 2.6506,                0.74376,                0.66475,                  0.745,                0.54287,                 2.0672,                 2.0134,                 2.6097,               0.003862,               0.003862,               0.003862
                    126,                 2.0819,                 2.5545,                 2.6559,                0.74695,                0.66415,                0.74559,                0.54372,                 2.0669,                 2.0097,                 2.6091,              0.0038125,              0.0038125,              0.0038125
                    127,                 2.0774,                 2.5441,                 2.6481,                0.75322,                0.65997,                0.74575,                0.54378,                 2.0661,                 2.0077,                 2.6081,               0.003763,               0.003763,               0.003763
                    128,                 2.0709,                 2.5134,                  2.644,                0.75398,                0.66349,                0.74629,                0.54442,                 2.0649,                  2.005,                 2.6064,              0.0037135,              0.0037135,              0.0037135
                    129,                 2.0813,                 2.5582,                 2.6551,                0.76384,                0.65796,                0.74716,                0.54517,                 2.0636,                 2.0024,                 2.6048,               0.003664,               0.003664,               0.003664
                    130,                  2.079,                 2.5358,                 2.6443,                0.76028,                0.66199,                0.74786,                0.54586,                  2.063,                 1.9996,                  2.604,              0.0036145,              0.0036145,              0.0036145
                    131,                 2.0673,                 2.5119,                 2.6366,                 0.7643,                0.66012,                0.74828,                0.54643,                 2.0618,                  1.997,                 2.6022,               0.003565,               0.003565,               0.003565
                    132,                 2.0632,                 2.5083,                 2.6427,                0.76529,                0.65973,                 0.7482,                0.54656,                 2.0618,                 1.9938,                 2.6019,              0.0035155,              0.0035155,              0.0035155
                    133,                 2.0617,                 2.4974,                 2.6339,                0.76361,                0.66037,                0.74866,                0.54711,                 2.0609,                 1.9922,                 2.6008,               0.003466,               0.003466,               0.003466
                    134,                 2.0607,                 2.4864,                 2.6363,                0.76978,                0.65745,                0.74954,                0.54813,                 2.0599,                   1.99,                 2.5997,              0.0034165,              0.0034165,              0.0034165
                    135,                 2.0518,                 2.4817,                   2.63,                0.77057,                0.65698,                0.74972,                0.54851,                 2.0585,                 1.9886,                 2.5981,               0.003367,               0.003367,               0.003367
                    136,                 2.0511,                  2.475,                 2.6276,                0.77072,                0.65914,                0.74972,                0.54888,                 2.0572,                 1.9867,                 2.5963,              0.0033175,              0.0033175,              0.0033175
                    137,                 2.0521,                 2.4642,                 2.6239,                0.77413,                0.65761,                0.75052,                0.54979,                 2.0557,                 1.9847,                 2.5953,               0.003268,               0.003268,               0.003268
                    138,                  2.039,                 2.4628,                 2.6221,                0.77386,                0.65788,                 0.7512,                0.55062,                 2.0541,                 1.9831,                 2.5933,              0.0032185,              0.0032185,              0.0032185
                    139,                 2.0396,                 2.4624,                 2.6119,                0.76766,                0.66156,                 0.7514,                0.55088,                  2.054,                 1.9799,                 2.5924,               0.003169,               0.003169,               0.003169
                    140,                  2.039,                  2.436,                 2.6063,                0.77002,                 0.6617,                0.75165,                0.55135,                 2.0533,                 1.9783,                 2.5915,              0.0031195,              0.0031195,              0.0031195
                    141,                 2.0214,                 2.4405,                  2.606,                0.76809,                0.66364,                0.75214,                0.55198,                 2.0517,                 1.9769,                 2.5896,                0.00307,                0.00307,                0.00307
                    142,                  2.045,                 2.4476,                 2.6164,                0.76695,                0.66462,                0.75289,                0.55284,                 2.0519,                 1.9728,                 2.5888,              0.0030205,              0.0030205,              0.0030205
                    143,                 2.0287,                  2.435,                 2.6057,                0.76985,                0.66464,                0.75364,                0.55376,                 2.0515,                 1.9702,                 2.5882,               0.002971,               0.002971,               0.002971
                    144,                 2.0312,                 2.4114,                 2.6067,                0.77397,                0.66262,                0.75431,                0.55423,                 2.0509,                 1.9689,                 2.5873,              0.0029215,              0.0029215,              0.0029215
                    145,                 2.0158,                 2.4104,                 2.5995,                0.77327,                0.66475,                0.75528,                 0.5552,                 2.0492,                  1.968,                 2.5856,               0.002872,               0.002872,               0.002872
                    146,                 2.0284,                 2.4143,                 2.6029,                0.77038,                0.66925,                 0.7562,                0.55585,                 2.0489,                 1.9657,                 2.5851,              0.0028225,              0.0028225,              0.0028225
                    147,                 2.0196,                 2.4121,                 2.5995,                 0.7718,                0.66756,                0.75657,                0.55615,                 2.0479,                 1.9637,                 2.5836,               0.002773,               0.002773,               0.002773
                    148,                 2.0095,                 2.3958,                  2.588,                0.77097,                0.66903,                0.75713,                0.55653,                 2.0477,                 1.9614,                 2.5829,              0.0027235,              0.0027235,              0.0027235
                    149,                 2.0195,                 2.3928,                 2.6014,                0.76963,                0.67079,                 0.7575,                0.55696,                 2.0469,                 1.9604,                 2.5815,               0.002674,               0.002674,               0.002674
